|month_year|earn|burn|fl_earn|fl_burn|cc_earn|cc_burn|ot_earn|ot_burn|year
64|2003-02-01|45702685|286385739|9011077.137168985|17997606.691365547|9437729.173569992|3149.9163634005567|2135145.2197127403|26888.05385918823|2003
65|2003-03-01|49717679|314533634|8437399.874984251|18277284.89360394|10183729.260437755|1700.1317872264606|3694320.161190641|22303.553105654726|2003
66|2003-04-01|50659999|331029497|7914046.685866924|18391406.500200912|10132871.928708388|2621.4464115900164|2813767.951521101|26740.795052512967|2003
67|2003-05-01|46535556|352847335|8061067.743782785|20221115.044845708|10842251.16325409|2799.5373655867606|3686402.2883085455|27252.744155319866|2003
68|2003-06-01|56111375|521544579|9750175.731909445|17457955.56906434|11119932.49272471|2857.2057820424366|3781629.983621495|25520.445898770446|2003
69|2003-07-01|61001456|381815746|8807961.658863192|19956362.727367666|11102953.567493934|3100.880272916147|3263059.327164126|29049.383470582707|2003
70|2003-08-01|59790171|334889307|9236406.269323828|25378652.020900916|9885287.487361932|4592.633245667773|3052309.3187940507|36930.90813445529|2003
71|2003-09-01|61416876|345759901|9405258.908252202|21638651.262815595|11423972.759449394|4012.201437301598|2893537.898242734|32956.46476448765|2003
72|2003-10-01|59415742|366639448|7811502.420540875|21742038.072138973|12177940.469279058|2361.050842295982|3619662.823584842|25203.504162454254|2003
73|2003-11-01|77699944|363735822|7864691.053634946|24273255.239188194|11115102.649027554|4752.997134534216|3252333.1378626204|41351.955479067714|2003
74|2003-12-01|60484260|401234690|9700541.770999985|33425084.450934466|11743385.491086166|4524.087635411957|3807316.586009212|36345.07017162153|2003
75|2004-01-01|57130453|365255343|9123238.808399161|23539137.969063956|11162347.564460538|3707.463161788666|3907841.5978808724|33044.29204872183|2004
76|2004-02-01|64365746|406865004|8029527.590641543|28774521.34408398|11283580.653200533|3575.7616490770915|3118369.2049770076|34240.91650618943|2004
77|2004-03-01|55105351|391647042|8811648.290458364|25809570.580562994|12485946.85827081|3386.9631004661705|4542507.654059957|32215.652094254176|2004
78|2004-04-01|52682698|377128383|8505036.522886718|20516099.446164634|11839270.5018392|3673.570505263307|3863260.401334054|32963.73230515903|2004
79|2004-05-01|65879047|743305287|10194959.777537333|24646260.20422156|12296319.013403613|3069.184440426136|4553187.833348968|29698.260565601635|2004
80|2004-06-01|62667192|403077381|11174352.61112534|22329010.00004829|12806725.164116507|3448.30673557229|3572169.697197485|35176.22325726176|2004
81|2004-07-01|61620511|385320634|11296809.606175963|19978119.71083664|12322921.998287562|3523.655304597465|3432664.82402132|34474.839840587316|2004
82|2004-08-01|54749653|373966020|8480317.908790452|25288464.16589917|12130059.756195012|3718.7629141025463|3609054.735908828|32715.956336747437|2004
83|2004-09-01|58758614|394134100|8627997.55802085|23266068.158360545|12956125.79700303|2989.324837276068|3915687.474953602|29613.77416009203|2004
84|2004-10-01|70210041|404038760|10881847.523607282|26668463.7058468|12693112.464894857|3755.9192554421397|3651986.605075628|34812.37586131817|2004
85|2004-11-01|59375992|390793154|9170500.660129597|22712473.87845621|12155447.06958036|2539.661268034845|3305461.5401751087|30171.76911617232|2004
86|2004-12-01|61609996|407683916|10477491.184468336|23926949.073293503|12411653.314725725|4731.222877079227|4273708.241555799|41436.02829709563|2004
87|2005-01-01|66693696|437301223|9992065.286094325|24544367.833007187|13543862.636980135|4904.75141541526|4259899.093862908|41623.58309472042|2005
88|2005-02-01|72615587|394284445|9704827.50086506|25797585.646156367|14194647.71049872|2887.3390912796776|4134057.879587713|32872.05320034498|2005
89|2005-03-01|63411918|392714855|10208161.187091311|27111981.016578306|13839956.608810652|2557.030807043969|4923824.602955903|27478.26701065242|2005
90|2005-04-01|73793035|439500496|11240070.856509026|22273112.865227666|14744013.85996549|2808.1337343502605|4981602.69598953|33812.23435776307|2005
91|2005-05-01|59667138|403154978|8348077.853103318|26885563.848964967|13827041.146479359|2200.7656712483795|4113861.7244033758|26350.014652372476|2005
92|2005-06-01|60981514|390665527|8704603.284670461|23835528.535322465|13605089.273342522|2174.073102799417|3604432.04871961|28383.734758341212|2005
93|2005-07-01|62353927|417702246|9714016.371548336|24267116.624647036|13176647.905777356|3152.97016832726|4482329.691677834|33782.10372517979|2005
94|2005-08-01|70884755|622211963|9455729.226591704|30591686.898793586|15852095.256313998|3611.709929053902|4909338.869010893|39084.279938137566|2005
95|2005-09-01|72669929|442902831|10558839.9854884|31225678.333401527|15591080.76166974|4436.211458134785|4988153.351083019|41981.83762735354|2005
96|2005-10-01|70352907|468123958|10312115.564963415|29255310.624678854|16233326.139142657|3734.5783944692485|4841580.049280314|38779.99139417287|2005
97|2005-11-01|63794552|464492205|10584117.759799046|28681304.605610825|15210674.213893952|4864.607980292123|4094026.3012411315|46905.26400207333|2005
98|2005-12-01|64129698|459111918|10546008.032528497|28013013.967953507|16046531.821775563|4067.0196256074187|4403158.1216204045|40928.78422685818|2005
99|2006-01-01|79900514|445115516|11284447.128427316|29057531.507705636|15024876.458525715|3078.075738001429|4099540.7635204466|38382.38745649311|2006
100|2006-02-01|71607065|473036563|12219462.099003898|31713266.583357546|15985349.517632144|4784.63050314706|4278085.214028379|48783.294187687105|2006
101|2006-03-01|72370100|465229717|10556970.228965843|29662621.43296789|15337892.576792287|3904.865413071685|5039912.061094724|44592.8034142557|2006
102|2006-04-01|70562626|862143303|11507732.7996977|29363687.50548305|16698521.072912581|5328.231368459318|5555803.88654531|52427.262541362186|2006
103|2006-05-01|85468967|670432721|11183831.17276624|32311993.50574571|17439486.802212473|3266.489835584076|3758318.183817964|37861.18661829448|2006
104|2006-06-01|81412795|503920305|11908257.003569797|29692711.419856858|16611592.113827845|4015.1633568781276|4739448.490299395|45080.065018904206|2006
105|2006-07-01|81819701|515250068|9998902.865946392|31747870.78116571|16638684.604383186|4505.672211366756|5029007.703498358|54584.74476688947|2006
106|2006-08-01|73230745|455850128|11333490.554053348|27463863.624136038|16440325.611584898|3738.678608339263|4821337.314202268|39636.38613108657|2006
107|2006-09-01|74307490|661535055|10844324.34022646|28297261.124552608|17770527.237660263|2748.4927922170523|4788343.048790919|40969.51543595036|2006
108|2006-10-01|78442557|506889930|9408890.918125864|26083672.54752964|16532723.699643996|5011.399080486822|5001160.261111062|52205.49361513018|2006
109|2006-11-01|86079606|1065398705|9941371.84646893|30485234.37065326|16632257.208334558|5568.892989474521|5361581.707687694|56975.324056098565|2006
110|2006-12-01|80936737|503236169|11614588.752477085|33294342.231407836|17497004.904146753|4334.009382898144|4177960.601296071|48943.02858698178|2006
111|2007-01-01|79054155|550246363|10535993.785092287|35101886.89555012|17002827.537510615|3484.1818073663403|4735359.419906531|44729.99002238026|2007
112|2007-02-01|83942952|503181844|12278321.224748306|35564585.9870064|19050198.69086683|4515.951295337286|4832436.656486416|45841.367347128275|2007
113|2007-03-01|77284262|514406296|12307829.0948563|30767602.284449205|17495669.79818002|4141.098155078687|5426283.470801544|44700.06086536406|2007
114|2007-04-01|84616162|523095510|10721438.970608354|32667180.293501332|18645959.80238042|4526.917089072471|4772777.481983582|51837.94858728402|2007
115|2007-05-01|86785077|530319717|12962708.490707627|37584288.779477194|19515642.307676192|5047.977253531685|4467360.08962981|57947.0852553369|2007
116|2007-06-01|71592331|503813901|11106508.086705815|31254452.688251805|17838046.372934636|4300.616191697362|5387234.806269175|46547.490218884486|2007
117|2007-07-01|84017910|508264930|11739309.694007372|27787219.06237617|18242530.564390995|4408.111841600173|5655052.6116949795|48934.193161813804|2007
118|2007-08-01|94354157|544505522|15567924.787672417|41166689.37290461|19422707.361709397|5101.0971776692095|4567850.337359409|56694.406467247034|2007
119|2007-09-01|72917818|491921706|10242140.802224588|29431836.518519398|18069932.39623418|3481.0020816795573|4959733.311818639|43365.84394205041|2007
120|2007-10-01|82694805|681291451|12451140.653878475|29640920.278082583|18672301.141598154|3404.298993799633|4677494.238869375|45570.36928551499|2007
121|2007-11-01|80209144|581513001|13449296.51895017|35303507.5078581|19080596.096352864|5100.0052259436225|5252122.12078491|55658.9475852081|2007
122|2007-12-01|98015037|553952407|12403914.111324752|37130009.494907975|19665598.850070965|5789.768448826003|6256886.349270247|57539.8334838076|2007
123|2008-01-01|88005010|570865222|11692067.718156746|36138671.84190904|21314917.660618044|4993.059243848152|5812387.822411154|57512.62366165929|2008
124|2008-02-01|80901688|531580634|13783523.429375073|34243287.474707365|20276119.466460213|4386.727191472938|5671282.624820291|48799.75866804549|2008
125|2008-03-01|86654141|753315229|11459416.818251308|33000455.320201196|19592492.863237076|5661.400999497668|5317533.896289905|62305.30790335227|2008
126|2008-04-01|77297746|549404987|11534629.214792935|33384048.417964216|19805698.58716667|3836.0168910217835|4983658.062273725|46856.233765736324|2008
127|2008-05-01|83232519|578184063|13572370.9501468|43431676.061976716|21417399.1697853|4925.490624624043|6518143.853709589|57538.44919022168|2008
128|2008-06-01|103964225|592956243|12581672.750033945|37114725.82154811|19771417.775138814|4044.5770810158424|5477844.854991206|50013.54956139259|2008
129|2008-07-01|86767051|616797646|14622004.4184797|38428801.94884079|21750733.642564215|6016.221910666196|6040442.456593271|68963.01573648691|2008
130|2008-08-01|83296760|615354049|13391511.760562496|34370844.87541221|21642199.057542093|5202.572907740193|6061728.7549533835|62150.45025288955|2008
131|2008-09-01|94802505|566493508|10789408.503397778|35967762.61384721|20346603.970744506|3438.8058099083746|5626420.03647062|44960.10618360443|2008
132|2008-10-01|79946813|560108671|12583648.301518776|38000423.09202873|20696386.000338577|3278.6074666847853|5747730.658988085|45875.32601347679|2008
133|2008-11-01|95132454|573283657|14748749.266634442|35031489.14118977|20169226.865242504|5998.45663326661|5644614.230505547|65405.769370631875|2008
134|2008-12-01|87572625|563953526|12505891.636981372|43938075.60598901|20728160.386779264|4355.36622554524|5521942.847196567|50188.60166760257|2008
135|2009-01-01|104488974|610784723|13935947.86242589|47621125.73631781|21094761.76079171|7782.186245537144|5914445.471524776|76388.09680266945|2009
136|2009-02-01|80411841|767474915|12359082.94130073|35238123.884716064|20099766.860070866|7234.289165786864|6000889.607783471|68457.65626341663|2009
137|2009-03-01|104035134|621896914|10560910.247271877|40177426.89907272|22065824.278067004|5769.5764049764575|6091025.051966331|65032.28783991467|2009
138|2009-04-01|107053347|636344908|12246965.390012102|46190489.49896792|22230539.178382337|6133.560662958452|6123410.185230663|68159.75376325226|2009
139|2009-05-01|97987299|583700404|14893993.473891556|38066796.86670115|19697248.679038417|6106.485367544266|6178085.097776749|69043.15632465621|2009
140|2009-06-01|94230305|577827383|11818643.901057392|39539806.14275783|21835281.330119945|4701.1356780639335|5455114.713139113|56354.234877586765|2009
141|2009-07-01|88320370|806157105|14770480.540714465|43777847.72128635|22028335.53181685|7411.696949737466|6506184.062682731|74261.22393469857|2009
142|2009-08-01|85101788|591814918|12556893.51343747|38080498.918955036|19725494.79395906|4139.3036845052|5135499.173142668|52228.59149534101|2009
143|2009-09-01|89017967|587823393|13217192.252851559|42733366.273154266|21364654.541326884|4681.804317609549|5603981.775691808|57458.81190720576|2009
144|2009-10-01|101477331|682712069|14523160.619540777|40476884.62102757|22209221.65404764|6903.459473031104|5515947.797146018|75102.98477263062|2009
145|2009-11-01|92362442|614044676|13143450.17198078|43905234.48968263|22479207.429259926|6606.783658485566|5428327.490975727|69125.07616659829|2009
146|2009-12-01|97013737|618391562|13781046.391063528|43585467.620316274|22263200.989943545|4192.438923900165|6178400.368569788|52075.68330817823|2009
147|2010-01-01|90459395|631246598|12807270.136520509|39578683.27847503|23085515.790347453|4613.425294874903|5821407.417268887|60866.347026095355|2010
148|2010-02-01|99323940|778910565|10513462.398089377|39954049.04315107|20904555.25665642|4634.135698592935|4920521.863429418|58981.882041546196|2010
149|2010-03-01|86070709|594592639|10728277.108135903|37747294.66189276|21687418.62495747|5459.0638492035305|5520952.630835728|64259.33102071139|2010
150|2010-04-01|101216256|695473162|14860828.318443518|40827638.18402558|23192047.94574142|7587.81976264478|6783773.4356254535|77114.05095044922|2010
151|2010-05-01|104519680|626536957|16631247.4642335|41937578.15425723|21506414.315448146|5101.008753388475|6396782.97840024|58671.016894095825|2010
152|2010-06-01|100755402|652080028|14513720.606643414|47117831.263270326|22041937.061476585|6796.992086472505|6524322.907317739|73225.98230438563|2010
153|2010-07-01|88975664|652510425|13438595.751395887|48234230.42117073|23224693.114885047|6681.542374376862|6371803.000368397|69627.92961372352|2010
154|2010-08-01|95420576|636083726|15714541.583254416|40708422.162109405|22444572.671039633|5864.795196536401|6195888.564488898|66104.72328079469|2010
155|2010-09-01|111372438|665805073|15627501.656188382|43425438.494932555|22530856.719879683|5652.341232897022|6096768.556763991|65382.012827489445|2010
156|2010-10-01|109037716|873310621|12828417.537377518|44386273.22717601|21691541.398153055|7910.5416768853775|5728246.793056147|80287.87202786734|2010
157|2010-11-01|96515170|654974640|13950751.492351513|41418209.62823652|21717264.093986187|6221.603424488123|5398636.747215648|68777.75138438774|2010
158|2010-12-01|103314656|713592796|15348432.538719052|44486344.17146214|23240984.13375766|7155.506551610731|7375503.4545933725|77158.29034752457|2010
159|2011-01-01|108869161|683693361|13399245.500051593|43525152.4388864|23173418.8278182|5886.068075742824|5511302.097386471|68598.78319872066|2011
160|2011-02-01|96837845|660845040|12939890.023937222|42665271.20210048|23199662.903329592|5976.957788720209|5348029.077112283|72280.82848482273|2011
161|2011-03-01|92199480|653502637|14003219.050379025|37303199.82544273|22984840.789437648|5062.982587859648|6558194.687835072|63052.17927686702|2011
162|2011-04-01|98357388|626543911|13080710.028343134|46149620.87317378|21589645.432766277|5053.152121164417|5869738.974857471|62089.99205538156|2011
163|2011-05-01|96358211|868629472|13140174.844633138|42824888.193669826|24149744.137467954|4352.174350892968|6684466.547857478|60204.438793347836|2011
164|2011-06-01|109079382|676506516|15737986.70896504|50320845.562323004|23459952.87975645|6614.926217677638|6360608.5329392785|73483.75433727854|2011
165|2011-07-01|105311452|684417525|15679273.609973576|45030682.085845366|23443530.94957097|7692.085990921962|6362941.830844451|79924.1399768638|2011
166|2011-08-01|114595098|623473552|14482935.271433767|41966141.464466594|24165541.51500814|3875.662067666777|6849015.234686476|56002.923918153756|2011
167|2011-09-01|97180667|812943894|13911458.760130098|40797204.562786534|22337459.559176117|4427.591713467784|5694039.136070616|56030.645569129316|2011
168|2011-10-01|103429188|865249477|15619318.232624775|41386948.71199666|23790492.274508473|4926.233992120613|6039727.014731116|62807.11369218939|2011
169|2011-11-01|106575565|736687722|15726154.116540577|44895110.19156683|24147533.070728343|6773.131095756634|6030550.877733799|72659.99686263865|2011
170|2011-12-01|99285686|740113920|15448263.702319901|52391323.11399393|25460329.142757524|4376.057350396457|7046394.600060534|62688.18595314415|2011
171|2012-01-01|112521741|673396819|13245815.242447175|37843739.87752215|23259325.40138071|5830.235589466425|6936801.145582218|67283.62479556291|2012
172|2012-02-01|104536497|1062190042|16485297.02105771|41915459.21044883|24333335.635976452|6007.310961134234|7785099.466380154|69688.0005320179|2012
173|2012-03-01|107960217|718943596|14560496.722386673|43363509.68728671|24150130.142898154|5719.6249019774|6349214.9449542|72334.39200918084|2012
174|2012-04-01|103125516|710515108|14713584.676575325|43891489.01793187|24959103.75238328|6603.069831811159|6968330.144682058|78574.16805718363|2012
175|2012-05-01|129212414|715737322|16482220.628433071|43492413.26802758|25705283.67887851|6541.735269917088|7419654.230409466|74607.98698355681|2012
176|2012-06-01|110428414|739954221|14491279.37144593|47447136.09301152|24987958.681239203|6321.046145784072|7209600.730217014|78471.67167169871|2012
177|2012-07-01|107195080|907003333|15668825.966418607|49237246.13320856|24790669.48351931|8612.756514183204|6975077.134363069|86475.06973298569|2012
178|2012-08-01|118842159|787289320|16885680.73181589|54504547.819556214|25335259.75662314|7260.330700011325|8398604.714678647|83056.38009310313|2012
179|2012-09-01|105549045|681139715|17059280.209498342|44024697.13555658|23473353.161335174|3891.4517301707574|7525259.132708736|57584.73722852979|2012
180|2012-10-01|103106840|760688575|14621822.381368125|46248207.6201657|25493849.944940936|5304.081496431424|6467598.187524137|69188.01004435083|2012
181|2012-11-01|124029231|734264630|19617943.322687063|47279387.60382831|25250661.654363584|7405.990074032981|7680463.647086689|80245.41993430298|2012
182|2012-12-01|115746757|718635219|15728558.470547969|44066213.980579786|25137362.48577157|6984.206395836274|8342890.368191725|83176.82146819502|2012
183|2013-01-01|111768843|744780718|17969544.66269512|42743950.04090838|25368324.084401466|5880.088456357587|6611557.561226451|79662.93970852278|2013
184|2013-02-01|129475634|780961932|16182824.275865639|46850082.61717612|25790275.870774314|6391.871085948237|7555425.43718503|84992.54061873311|2013
185|2013-03-01|121065881|797408125|17678571.91646171|39460250.62784391|26442336.18145607|6688.584995047303|7772595.220290806|83991.02950896898|2013
186|2013-04-01|120406636|810685734|16677197.761428485|49031937.19756417|28257703.873860944|7546.93855143331|7156132.85651314|87361.17620332126|2013
187|2013-05-01|131427940|849495877|16688154.839083062|54923890.08378278|29807303.169273652|7389.687964991503|8416653.898353327|88978.6176073592|2013
188|2013-06-01|134842835|991125176|14970453.311539957|46739800.80212001|27607725.2903883|6538.119201296849|6357839.582324499|80911.38002460838|2013
189|2013-07-01|122401395|1008817612|16717264.894394305|46372260.25383639|27488799.832863398|6394.614569345817|7321245.078658118|79956.43417982239|2013
190|2013-08-01|125363032|763344050|13826968.692966552|45169560.48722118|25880920.18638154|7542.838645005407|6561306.906836738|82570.07791231414|2013
191|2013-09-01|115372725|754702123|15298183.140950501|44873283.65864829|25633833.37384276|5941.747568911291|7054986.189045605|79909.92749618588|2013
192|2013-10-01|134323499|792167529|16409763.535409754|46831362.615827836|27602296.485649988|7317.160977308519|8217558.412536479|81831.63098310173|2013
193|2013-11-01|117679647|807175827|19233345.723509893|51277077.23805379|27759363.55314392|7314.098299131234|8086392.686981334|83187.21137402691|2013
194|2013-12-01|126779707|804755476|16815314.704341706|51004958.56376059|26743535.65751377|8018.9193897403|7135370.213255446|85393.76239583881|2013
195|2014-01-01|133055342|810002447|17893679.279961072|48156803.29082285|27127535.443849247|6320.422594707061|7569953.991192901|82008.53069887025|2014
196|2014-02-01|129043160|827547323|18335179.28875925|45443647.71266986|27089876.00292862|8029.847771907273|7837816.96502153|84967.60822487721|2014
197|2014-03-01|124733372|792031301|15292218.505249988|44415289.29302059|28052142.831198577|3925.036656272304|7468844.166589597|63559.501722563524|2014
198|2014-04-01|123052565|964537763|15591475.51618636|49497537.0907051|26081371.163037498|5953.945848000271|6801273.963578063|73966.59454582084|2014
199|2014-05-01|116697518|841160107|18302702.898412947|51169826.13190127|27548241.280592132|7749.087122621068|8457062.681089692|86127.92005275181|2014
200|2014-06-01|125189036|821044243|14625002.574205525|50731183.83828573|28068736.147654578|4025.222873627121|7863038.657220475|70463.51930137021|2014
201|2014-07-01|120441820|986999926|20781592.658914905|50071288.91662145|27306452.189808466|5566.078361673115|8022533.233542265|76428.45271520522|2014
